Author,Total_Papers,Collaboration_Papers,Collaboration_Rate
"Zhang, Zhitian Skylor",2,0,0.0
"Tang, Yin Quan",1,0,0.0
"Peng, Anqi",4,2,0.5
"Wang, Hui",4,4,1.0
"Cheng, Ke",1,0,0.0
"Dang, Baovy",1,0,0.0
"Lu, Zhenqiu (Laura)",1,1,1.0
"Shi, Kate",1,0,0.0
"Yang, Ji Won",2,1,0.5
"Zhang, Bailing",1,0,0.0
"Su, Chenyang",1,0,0.0
"Lai, Steven",1,0,0.0
"Hu, Mei-Chen",1,0,0.0
"Wu, Ching-Hsuan",1,0,0.0
"Chen, Ziguang",1,0,0.0
"Chong, Wei-Wen",1,0,0.0
"Lu, Xiaoning",2,2,1.0
"Zhao, Huaqing",2,2,1.0
"Rao, Madhu N.",1,0,0.0
"Wang, Ching-Ho",1,0,0.0
"Wu, Pearson",1,0,0.0
"Shen, Leon Low Wei",1,0,0.0
"Xia, Mengya",1,0,0.0
"Chu, Tsz Lun (Alan)",5,2,0.4
"Zhang, Xiaoxia",2,2,1.0
"Guo, Lin",4,0,0.0
"Lu, Min",3,3,1.0
"Ma, Boxuan",3,3,1.0
"Liang, Laura E.",1,0,0.0
"Cheng, Nancy Yen-wen",1,0,0.0
"Wang, Jiawei",1,0,0.0
"Qu, Ke",1,0,0.0
"Chang, Joanne",1,1,1.0
"Lin, Peter",1,1,1.0
"Kang, Ye Ji",6,4,0.6667
"Lin, Yanyan",3,3,1.0
"Le, Thi-Phuong",2,1,0.5
"Rao, Padma G. M.",2,0,0.0
"Lin, Yong",2,0,0.0
"Duan, Ruoyu Jenny",1,0,0.0
"Li, Gen",1,1,1.0
"Li, Yanzheng",1,1,1.0
"Tan, Tony Xing",3,1,0.3333
"Yang, Jerry A.",3,0,0.0
"Cheng, Ning",2,0,0.0
Yuxuan Chen,1,0,0.0
"Lu, Matthew",1,0,0.0
"Le, Brian D.",2,0,0.0
"Long, John",1,0,0.0
"Lin, Mei-Hua",1,0,0.0
"Fan, Xiaoping",2,1,0.5
"Rao, Satya",1,0,0.0
"Hong, Ka Lok",1,0,0.0
"Su, Rung-Xuan",1,0,0.0
"Li, Huiyong",5,4,0.8
"Yang, Yuanyuan",4,4,1.0
"Li, Cheryl Q.",1,0,0.0
"Chang, Ana M.",1,0,0.0
"Du, Yu",2,1,0.5
Ho Le Hang,2,0,0.0
"Lin, Michelle",1,0,0.0
"Kang, Paul",1,0,0.0
"Chen, Ouhao",4,1,0.25
"Han, Cheong Tau",1,0,0.0
"Hong, Moon Suk",2,0,0.0
"Li, Jiao",1,0,0.0
"Wen, Qinghao",1,1,1.0
"Yang, Liu",2,1,0.5
"Kang, Jane M.",1,1,1.0
"Ma, Xiaorong",1,0,0.0
"Chen, Sophia",2,0,0.0
"Cao, Minsong",1,0,0.0
"Huang, Runke",2,2,1.0
"Pan, Gaofeng",1,1,1.0
"Tang, Jijun",1,1,1.0
"Tang, Jing Rui",1,0,0.0
"Kang, Byeong Ho",1,0,0.0
"Feng, Zuying",2,2,1.0
"Gong, Sylvia",1,1,1.0
"Wang, Meihui",1,0,0.0
"Li, Yun",2,0,0.0
"Huang, Danning",1,0,0.0
"Zhao, Kejie",1,0,0.0
"Guo, Fenghai",1,0,0.0
"Hai, Pham Thi Thanh",2,1,0.5
Nguyen Thi Thanh Tu,2,1,0.5
Phan Xuan Tan,1,1,1.0
"Chen, Yuxin",4,4,1.0
"Huang, Lingyun",2,1,0.5
"Yu, Tzu-Chieh Wendy",1,0,0.0
"Huang, Xiang",1,1,1.0
"Xie, Jianling",2,1,0.5
"Chong, James",1,1,1.0
"Chong, Setareh",1,1,1.0
"Song, Changsoo",1,0,0.0
"Zhan, Ginny",1,0,0.0
"Yang, Dandan",2,0,0.0
"Song, Sopheak",3,1,0.3333
"Mao, Wenlan",1,1,1.0
"Liu, Dian",3,0,0.0
"Yao, Lubov Markelovna",1,0,0.0
"Zhong, M.",1,0,0.0
"Ma, E. Y.",1,0,0.0
"Wang, Louie",1,0,0.0
"Wang, Zi",2,0,0.0
"Yu, Brook",1,0,0.0
"Fang, Wei-Chieh",1,0,0.0
"Lin, Athena",2,0,0.0
"Hong, Isabella",1,0,0.0
"Hong, Seok-In",1,0,0.0
"Tang, S. Muhammad",1,0,0.0
"Cao, Peijuan",1,1,1.0
"Zheng, Jack",1,1,1.0
"Zhu, Maria",1,0,0.0
"Zhang, Sumei",1,0,0.0
"Fu, Sheree",1,0,0.0
"Fu, Jun",3,1,0.3333
"Huang, Calvin K.",1,0,0.0
"Xu, Shuya",1,1,1.0
"Lang, Linda",1,0,0.0
"Jin, Qingna",2,0,0.0
"Cui, Xuenan",1,1,1.0
"Zhang, Qiping",1,1,1.0
"Zhou, Jiahua",1,1,1.0
"Li, Tao",1,1,1.0
"Xiao, Ziang",1,1,1.0
"Dang, Supriya",1,0,0.0
"Zhu, Yongpeng",1,0,0.0
"Le, Ai Tam",4,0,0.0
"Zhu, Xiwei",5,5,1.0
"Tan, Lindsey N.",2,0,0.0
"Sun, Xiaomei",1,0,0.0
"Ma, Kang",2,0,0.0
Xuan-Thuc-Anh Cao,1,0,0.0
"Li, Johnson Ching-hong",1,0,0.0
"Hu, Rui",1,0,0.0
"Hong, OiSaeng",1,0,0.0
"Le, Thuy Thu Thi",2,1,0.5
Tuan Du,1,1,1.0
"Gao, Chuan",2,2,1.0
"Shen, Hui-zhong",2,2,1.0
"Chao, Tiffany N.",2,1,0.5
"Tai, Andrew W.",1,0,0.0
"Liu, Tracie Y.",1,0,0.0
"Jia, Hao",2,0,0.0
"Wei, Ruth",1,0,0.0
"Li, Xia",2,0,0.0
"Long, Christopher S.",2,0,0.0
"Li, Suhong",1,0,0.0
"An, Jihoun",1,0,0.0
"Jiang, Hui",1,0,0.0
"Yuan, Mei",1,0,0.0
"Che, Thi Elena",1,0,0.0
"Lai, Veronica",1,1,1.0
"Yang, Fan",4,4,1.0
"Tao, Karen",1,0,0.0
"Situ, Yi Zhou",1,0,0.0
"Li, Ellen",1,0,0.0
"Yang, Kristen",1,0,0.0
"Guo, Feng",1,1,1.0
"Jiang, Richard",1,1,1.0
"Shen, Yuzhong",1,1,1.0
"Zhu, Hongwei",1,1,1.0
"Hu, Ruolin",1,0,0.0
"Hu, Jiefang",1,1,1.0
"Sun, Yilin",1,0,0.0
"Zhao, Jia-Hua",4,0,0.0
"Li, Bingqing",3,1,0.3333
"Wei, Chooi Yi",2,0,0.0
"Zhang, Xiao Hong",1,0,0.0
"Zhu, Jiafeng",1,1,1.0
"Tang, Alice",2,1,0.5
"Zhang, Jian",1,0,0.0
"Chao, Pei-Ju",2,1,0.5
"Huang, Ying-Ting",1,1,1.0
"Jiang, X.",1,0,0.0
"Wang, Weijun",1,1,1.0
"Yang, Xiaopei",1,1,1.0
"He, Yuan",3,2,0.6667
"Chen, Pengwen",1,0,0.0
"Ma, Hongming",4,0,0.0
"Qin, Xu",1,1,1.0
"Yan, Ge",2,1,0.5
"Ha, Jaeyoung",3,2,0.6667
"Long, Shirley",1,0,0.0
"Liu, Ziyang",1,0,0.0
"Chen, Yanqiu",1,0,0.0
"Cao, Boen",1,0,0.0
"Liu, Yuying",2,0,0.0
"Zhou, Ying",1,0,0.0
"Liu, Yuhang",1,0,0.0
"Shan, Huanhuan",1,0,0.0
"Lang, Lynn",1,0,0.0
"Huang, Min",1,0,0.0
"Zhou, Xue",3,1,0.3333
"Jiang, Jiani",1,0,0.0
"Yang, Sohyun",6,6,1.0
"Zhang, Ling",10,8,0.8
"Han, Tae-Im",2,0,0.0
"Cao, Dongmei",1,0,0.0
"Yu, Jieun",1,0,0.0
"Wang, Hongyu",2,0,0.0
"Chong, Dana",1,0,0.0
"Nie, Jinghua",1,0,0.0
"Yuan, Shiran",1,0,0.0
"Ma, Xiaoyu",1,0,0.0
"Xu, Yuwei",4,3,0.75
"Chen, Lilan",11,7,0.6364
"Nie, Fanhao",1,0,0.0
"Huang, Dean",1,0,0.0
"Qi, Jing",4,0,0.0
"Huang, Tai-Yi",1,0,0.0
"Chen, Jie",3,1,0.3333
"Han, Soo Jeoung",1,1,1.0
"Cheng, Ken",1,0,0.0
"Li, Mingfei",1,0,0.0
"Yu, Wenjing",2,0,0.0
"Chen, Audrey",3,0,0.0
Leng Thi Lan,1,0,0.0
"Liang, Biyao",1,0,0.0
"Lang, Andrew S. I. D.",2,1,0.5
"Han, Thida",1,0,0.0
"Chen, Siqi",1,1,1.0
"Li, Haoran",1,1,1.0
"Shi, Jieyu (Jade)",1,1,1.0
"Zhang, Jianan",1,1,1.0
"Tan, Angel J. Y.",4,1,0.25
"Tang, Bryan W. X.",1,1,1.0
"Yang, Lan",1,0,0.0
"Cai, Bei",1,0,0.0
"Qu, Zhuohua",1,0,0.0
"Tian, Yan",1,0,0.0
"JIN, L. I.",1,1,1.0
"XU, Y., I",1,1,1.0
"Gan, Sandy",1,1,1.0
"Ni, Dawei",1,0,0.0
"Han, Tao",1,1,1.0
"Huang, Feifei",1,1,1.0
"Wei, Jing",1,1,1.0
"Wu, Jianrong",1,1,1.0
"Chong, David W. K.",1,0,0.0
"Tong, Yaobin",1,1,1.0
"Ma, Jie",2,0,0.0
"Sun, Yuning",1,0,0.0
"Weng, Wenting",3,0,0.0
"Yi, Hongtao",1,0,0.0
"Le, Thanh",1,0,0.0
"Yuan, Xin",1,1,1.0
"Zhang, Phyllis Ni",1,0,0.0
"Zhang, Jia Wei",1,0,0.0
"Yu, Qun",1,0,0.0
Vinh Nhat Lu,1,0,0.0
"Liu, Xinwei",1,0,0.0
"Yang, Lili",5,0,0.0
"Yang, Yeongwook",1,0,0.0
"Wang, Yuanheng",1,0,0.0
"Zhao, Dong",1,0,0.0
Hung Tan Ha,1,0,0.0
"She, Liane",1,0,0.0
"Peng, Menglu",1,0,0.0
"Tan, Yen T.",1,0,0.0
"Xi, Xi",1,0,0.0
"Ma, Shanshan",2,0,0.0
"Peng, Lisha",1,1,1.0
"Xiao, Yunyu",1,0,0.0
"Guan, Hairong",1,0,0.0
"Tan, Aik Lim",1,0,0.0
"Han, Tiffany",1,0,0.0
"Chao, Ying-Yu",1,1,1.0
"Li, Yanfen",3,0,0.0
"Lu, Huixing (Kate)",1,1,1.0
"Shao, Xiaoping",1,1,1.0
"Zheng, Jia",5,0,0.0
"Hong, Sunggye",1,0,0.0
"Liu, Qian",11,2,0.1818
"Er, Fikret",2,0,0.0
"Hang, Ho Le",1,0,0.0
"Dong, Yixiao",3,0,0.0
"He, Min",1,0,0.0
"Lai, Jerry",1,0,0.0
"Chu, Mand Yee Eli",1,1,1.0
"Zhong, Yaping",1,1,1.0
"Zhong, Qunyan Maggie",1,0,0.0
"Wang, Shu-Hua",1,0,0.0
"Chen, Shijian",1,1,1.0
"Yu, Liang",1,1,1.0
"Long, Debra L.",1,0,0.0
"Yi, Yeon-Sook",1,0,0.0
"Lin, Hsiao-Ching",1,0,0.0
"Wu, Liang Li",1,0,0.0
"Wu, Tong",3,1,0.3333
"Yu, Kwok W.",1,0,0.0
"Wan, Sandra",1,0,0.0
"Hang, See Pheng",1,1,1.0
"Tan, Liat Choon",1,1,1.0
"Chen, FuNing",1,0,0.0
"Song, Yifeng",1,0,0.0
"Yu, Jing",5,0,0.0
"Chang, Rosemary",1,0,0.0
"Shi, Molin",1,0,0.0
"Tan, Mei Ying",1,0,0.0
"Wang, Lizhou (Jo)",1,0,0.0
"Han, Jaeyun",11,2,0.1818
"Ha, Samantha",1,1,1.0
"Lin, Shan",2,0,0.0
"Liu, Jinjie",1,0,0.0
"Qiu, Xiangwen",1,1,1.0
"Chang, Wen-Pin",2,2,1.0
"Chen, Shu-Ping",5,2,0.4
"Liu, Jinqing",3,0,0.0
"Huang, Zhuo Min",4,0,0.0
"Zhu, Xia",1,0,0.0
"Chen, Xinjie",2,0,0.0
"Zhao, Yu (Audrey)",1,0,0.0
"Yang, Tianrui",2,1,0.5
"Yu, Frank",2,1,0.5
"Lai, Phuong Hoai",2,0,0.0
"Ji, Jingjing",1,0,0.0
"He, Jun",1,0,0.0
"Wang, Chenyu",1,0,0.0
"Wang, Zizhen",1,0,0.0
"Tang, Daijiazi",1,1,1.0
"Ping, Cui",1,0,0.0
"Xie, Huisheng",1,0,0.0
"Kang, Phoebe",1,1,1.0
"Weng, Enqi",1,0,0.0
"Liu, Jia-Lin",2,0,0.0
"Tai, Sara",1,1,1.0
"Xie, Yarong",1,1,1.0
"Su, Jueyun",1,0,0.0
"Yang, Mohan",4,2,0.5
"Wan, Lili",1,0,0.0
"Huang, Jing",2,1,0.5
"Dong, Lan",1,0,0.0
"Tu, Chia-Ching",4,3,0.75
"Yang, Dong",4,4,1.0
Van Huynh Ha Le,2,0,0.0
"Yu, Eustacia",1,0,0.0
"Yan, Kin Cheung Adrian",1,0,0.0
"Huang, Becky",1,1,1.0
"Zhi, Mingxia",1,1,1.0
"Fang, Yuan",1,1,1.0
"Ni, Yibin (Amanda)",1,1,1.0
"Cai, Qinghong",1,1,1.0
"Li, Chieh",2,1,0.5
"Liu, Vivian",2,1,0.5
"Liu, Hsuan-Ying",1,1,1.0
"Qi, Wen",1,0,0.0
"Le, Duc Anh",1,1,1.0
"Le, Hung Manh",1,1,1.0
"Kong, Lingchen",1,1,1.0
"Yu, Sunze",2,0,0.0
"Wang, Boshi",1,0,0.0
"Tang, Audrey",1,0,0.0
"Sun, Xiaokun",1,0,0.0
"Xu, Keye",2,0,0.0
"Han, Bing",1,0,0.0
"Le, Binh Thi",1,0,0.0
"Chang, Stephanie",3,2,0.6667
"Meng, Grace",1,1,1.0
"Hua, Jing",3,1,0.3333
"Wang, Zhan",1,1,1.0
"Liu, Yingying",1,1,1.0
"Chen, Lihua",1,1,1.0
"Mou, Leping",4,2,0.5
"Wu, Yiqiao",1,0,0.0
"Song, Hairong",2,1,0.5
"Wang, Kun",2,0,0.0
"Wu, Jiaju",3,0,0.0
"Chang, Sushila",1,0,0.0
"Liu, Jingwen",4,4,1.0
"Fu, Kit Wing",1,0,0.0
"Song, Zhixiong",1,0,0.0
"Cao, Thuy Hong",1,0,0.0
"An, Yunjo",4,1,0.25
"Tang, Wei",1,1,1.0
"Yang, Mike Z.",1,1,1.0
"Wang, Xinxin",1,0,0.0
"Chen, Mandy",1,0,0.0
"Xia, Fangli",1,1,1.0
"Zheng, Kai",2,0,0.0
"Yu, Helen H.",2,0,0.0
"Li, K.",1,0,0.0
"Zhou, Xuehan",2,2,1.0
"Jiang, Nathan",1,0,0.0
"Dang, Layla",1,0,0.0
"Zhao, Yiwen",1,1,1.0
"Zhao, Haoai",1,0,0.0
"He, Yueying",1,0,0.0
"Chen, Susie",1,0,0.0
"Man, Jillian",1,0,0.0
"Chen, I. Chien",1,0,0.0
"Xu, Hongyun",1,1,1.0
"Huang, Yangtao",1,1,1.0
"Chen, Juebei",9,9,1.0
"Gao, Sutong",1,0,0.0
"Zhang, Yingbin",2,1,0.5
"Wang, Tina",1,0,0.0
"Ding, Dong",1,0,0.0
"Cao, Xiaoxia",1,1,1.0
"Xu, Jie",1,1,1.0
"Jin, Meilan",1,0,0.0
"Cui, Suxia",1,1,1.0
"Wang, Yonghui",1,1,1.0
"Huang, Hongdu",1,0,0.0
"Chen, Shen",1,0,0.0
"Yang, James",1,1,1.0
"Dong, Chuanmei",1,0,0.0
"Zhang, Jiahong",1,0,0.0
Long Hoang Le,1,0,0.0
"Liu, Jintong",1,1,1.0
"Lin, Yufeng",1,1,1.0
"Zhang, Jiayuan",1,1,1.0
"Tang, Hengtao",19,6,0.3158
"Cai, George",1,0,0.0
"Li, Fujia",1,1,1.0
"Xu, Stella",1,1,1.0
"Xu, Zimu",1,1,1.0
"Fan, Shea X.",1,0,0.0
"Wei, Thomas",1,0,0.0
"Xue, Yuan",2,0,0.0
"Han, Crystal",2,0,0.0
Hai Van Le,1,0,0.0
"Zhang, Lihai",1,1,1.0
"Wu, Jennifer Pedussel",1,0,0.0
"Wang, Naike",1,0,0.0
"Han, Youngsook",1,0,0.0
"Zhou, Yining",2,0,0.0
"Hu, Alyssa",1,1,1.0
"Chang, Yunling",1,1,1.0
"Dong, Sidai",1,1,1.0
"Chang, David",1,1,1.0
"Zhang, Steven",1,1,1.0
"Ling, Mayyer",1,0,0.0
"Wen, Jun",1,0,0.0
"Hui, Paul",1,1,1.0
"Ma, Jonathan",1,1,1.0
"Wang, Peiyu",2,2,1.0
"Yang, Meng-Jung",1,0,0.0
"Gong, Hee Jung",5,2,0.4
"Hong, Jung Eun",1,1,1.0
"Gao, Qianyi",3,1,0.3333
"Qin, Hong",2,1,0.5
"Sun, Lijuan",1,1,1.0
"Hai, Audrey Hang",1,0,0.0
"Yin, Burgess",1,1,1.0
"Song, Kaiwen",1,1,1.0
"Tang, Groonie",1,1,1.0
"Tang, Herman",1,1,1.0
"Cheng, Lixia",1,0,0.0
"Miao, Julia H.",1,0,0.0
"Wang, Xuewei",1,1,1.0
"Hou, Minghui",5,0,0.0
"Chen, Evelyn S.",1,1,1.0
"Deng, Yaxin",1,1,1.0
"Shen, Shamy",1,1,1.0
"Xu, Rui",1,1,1.0
"Zhang, Sihe",1,1,1.0
"Zhu, Hui",1,1,1.0
"Jiao, Yang",2,1,0.5
"Zhang, Xiaohan",1,1,1.0
"Chen, Po-Yi",1,1,1.0
"Lin, Yu-Cheng",2,1,0.5
"Rao, Arthi B.",1,0,0.0
"Yan, Dave",2,0,0.0
"Guo, Siying",1,1,1.0
"Tu, I. Ju",2,0,0.0
"Chen, Chun-Miin (Jimmy)",1,0,0.0
"Jiang, Xiangying",1,0,0.0
"Mao, Xinyi",2,0,0.0
"Kong, Na Young",2,0,0.0
"Zheng, Mingyang",1,0,0.0
"Wang, Yameng",1,0,0.0
"Gao, Yu",2,0,0.0
"Kang, Dong-Gue",1,0,0.0
"Wang, Qingfang",1,0,0.0
"Pei, Hang",1,1,1.0
"Teng, Somongkol",1,0,0.0
"Xu, Menglin",3,0,0.0
"Chen, Dui",1,1,1.0
"Chen, Pengfei",4,3,0.75
"Wang, Hsuanpo",1,1,1.0
"You, Xiang",1,1,1.0
"Hong, Emily",1,0,0.0
"Chen, Xuewei",2,1,0.5
"Zhang, Wo Su",1,0,0.0
"Hua, Zhu",2,2,1.0
"Zhou, Olivia",1,0,0.0
"Ye, Jian-Hong",1,0,0.0
"Duan, Zhuojun",1,1,1.0
Le Thu Ha,1,1,1.0
Nguyen Bich Hong,1,1,1.0
"Kang, Tae-Ahn",1,0,0.0
"Ma, Hao",1,0,0.0
"Lu, Xuefei Sophie",2,0,0.0
"Dong, Yuyang",1,1,1.0
"Shen, Yan",1,0,0.0
"Tan, Benjamin",1,0,0.0
"Qi, Ruoxi",1,1,1.0
"Meng, Yu",1,1,1.0
"Zhao, W. G. Will",1,1,1.0
"Li, Marlana",1,0,0.0
"Kang, Dae-Koo",1,0,0.0
"Zhou, Jian-Zhong",1,0,0.0
"Yang, Suann",2,0,0.0
"Cheng, Henry",1,0,0.0
"Shi, Yuewei",1,0,0.0
"Liu, Chaojie",2,0,0.0
"Wang, Yuhang",1,0,0.0
Vinh Anh Le,1,0,0.0
"Huang, Yi-Wen",1,0,0.0
"Han, Jia Yi",4,1,0.25
"Tan, Jing",2,0,0.0
"Xiong, Ziyin",1,0,0.0
"Tian, Xiaoguang",1,0,0.0
"Zhang, Zilong",1,0,0.0
"Tai, Shueh Yee",1,0,0.0
"Dong, Meg",1,0,0.0
"Liu, Yandong",1,0,0.0
Doan Hong Le,1,0,0.0
"Li, Zhonghan",1,0,0.0
"Lin, Brian W.",1,0,0.0
"Tan, Hock Siew",2,0,0.0
"Lin, Sophia D.",1,0,0.0
"Wu, Jiayao",2,0,0.0
"Xin, Chua Wen",1,0,0.0
"Tang, Rongxiang",1,0,0.0
"Zhang, Zhaojie",1,0,0.0
"An, Mihyang",1,0,0.0
"Wu, Jinting",1,0,0.0
"Xie, Xiuye",3,1,0.3333
"Li, Xu",1,1,1.0
"Wang, Yu-Wei",2,1,0.5
"Jiang, Shiyan",5,4,0.8
"Ben, Merav Hayak",1,0,0.0
"Situ, Jenny",1,0,0.0
"Yan, Lixiang",2,1,0.5
"Yan, Qi",1,0,0.0
"Chang, Melissa",1,0,0.0
"Ma, Jasmine Y.",1,0,0.0
"Liu, David Shalom",1,1,1.0
"Wang, Janet",1,1,1.0
"Chen, Shiwei",1,0,0.0
"Hu, Xiaochu",1,1,1.0
"Zhuang, Chu",1,1,1.0
"Tan, Ngiap Chuan",1,0,0.0
"Lu, Patricia G.",1,0,0.0
"Pan, Stephanie",1,0,0.0
"Hai, Mahnoor",1,0,0.0
"Yang, Monica M.",1,0,0.0
"Yu, Jaime C.",4,0,0.0
"Zheng, Yingying",1,0,0.0
"Deng, Qi",1,0,0.0
"Song, Yao",1,0,0.0
"Li, Shuangyu",1,1,1.0
"Chen, Xilin",2,0,0.0
"Tan, Jason",1,0,0.0
"Rao, Asha",1,0,0.0
Ngoc Thang Ha,1,1,1.0
Thi Loan Le,1,1,1.0
"Kang, Ellice",1,0,0.0
"Huang, Christina C.",1,0,0.0
"Wang, Hanjay",1,0,0.0
"Zhang, Chris J.",1,0,0.0
"An, Vinna",1,1,1.0
"Lin, Olivia Miki",1,1,1.0
"Xiong, Choua P.",2,1,0.5
"Yang, Sun-Yi",1,0,0.0
"Qiao, Shan",2,2,1.0
"Liu, Louis W. C.",1,0,0.0
"Ye, Dan",3,0,0.0
"Sha, Sha",1,1,1.0
"Wu, Ariel",1,1,1.0
"Yin, Wei",1,1,1.0
"Kang, Bada",1,0,0.0
"Shen, Mary R.",1,1,1.0
"Zhuo, Lucy",1,1,1.0
"Lin, Wai Ma",1,1,1.0
"Su, WWL",1,1,1.0
"Yong, Valeda",1,1,1.0
"Zhang, Angela Y.",1,0,0.0
"Zhao, Junqiang",1,0,0.0
"Tang, Yi-Yuan",2,1,0.5
"Yang, Winson Fuzun",1,1,1.0
"Shen, Grace Shen",1,0,0.0
"Le, Dinh Duong",2,0,0.0
"Wang, Yuqian (Linda)",1,0,0.0
"Hu, Xinyang",1,0,0.0
"Shi, Robert",1,0,0.0
"Han, Christina S.",1,0,0.0
"Yu, Clare Tsz Kiu",1,0,0.0
"Sun, Grace",3,3,1.0
"Wang, Jiangxia",3,3,1.0
"Yang, Ting",1,0,0.0
"Pan, Jing-Yu",1,1,1.0
"Zhang, Christiana",1,1,1.0
"Cheng, Christie F.",1,0,0.0
"Ren, Dianxu",1,1,1.0
"Liu, Xian-Liang",1,0,0.0
"Qiu, Yuqing",1,0,0.0
"Liu, Rachel Q.",1,0,0.0
"Liu, Mingming",1,0,0.0
"Chen, Michael J.",1,0,0.0
"Pan, Evelyn",1,1,1.0
"Lu, Yaheng",1,1,1.0
"Chen, Charles B.",1,1,1.0
"Zou, Amy",1,0,0.0
"Chao, Samantha",1,0,0.0
"Zhang, Guoyang",1,0,0.0
"Zhang, Yuanyibo",1,0,0.0
"Yong, Shee Mun",1,0,0.0
"Dang, Bryan K.",2,1,0.5
"Deng, Angie",2,2,1.0
"Ling, Catherine",2,2,1.0
"Tong, Wing H.",1,0,0.0
"Hua, Amy K.",1,0,0.0
"Han, Sang Yun",1,0,0.0
"Cai, Shiying",1,0,0.0
"Luo, Xun",1,0,0.0
"Kang, Sohee",1,0,0.0
"Chen, I-Chi",1,1,1.0
"Tan, Peter Sin Howe",2,2,1.0
"Chen, Dickson",1,1,1.0
"Lin, Dustin C.",1,1,1.0
"Zhou, Jinyan",1,1,1.0
"Ha, Thi Hien",1,0,0.0
"Hua, Ying",4,4,1.0
"Wang, Luping",2,2,1.0
"Zhu, Wangda",4,4,1.0
"Wang, Hanzhang",1,0,0.0
"Wu, Mabel Huey Lu",1,0,0.0
"Liu, Chunhong",6,0,0.0
"Hu, Sophia",1,1,1.0
"Wang, Nancy Ewen",1,1,1.0
"Liu, Jennifer",1,0,0.0
"Wei, Rachel",1,0,0.0
"Li, Pengcheng",1,0,0.0
"Chen, Jie Jane",1,0,0.0
"Chen, Jonlin",1,1,1.0
"Qiu, Cecil",2,2,1.0
"Yang, Robin",3,2,0.6667
"Zhou, Joyce",1,0,0.0
"Lai, Krystal Ya-Fong",1,0,0.0
"Luo, Qian",1,0,0.0
"Wu, Chaorong",1,0,0.0
"Guo, Haihu",1,0,0.0
Nguyen Thi Ngoc Ha,3,0,0.0
"Zhang, Gengrui",1,1,1.0
"Fan, Yizhou",2,0,0.0
"Xu, Lilong",1,0,0.0
"Tan, Jung Howe",1,1,1.0
"Li, Meredith",1,0,0.0
"Lin, Paul",1,1,1.0
"Lin, Ryan P.",1,1,1.0
"Xue, Crystal",1,0,0.0
"Xu, Kate M.",2,0,0.0
"Huo, Bright",2,0,0.0
"Pang, Wei Ming",2,2,1.0
"Hong, Joyce Soo Synn",1,1,1.0
"Tang, Swee Fong",1,1,1.0
"Han, Brenna",1,0,0.0
"Kang, Jin",1,0,0.0
"Wang, Isabel",1,0,0.0
"Er, Seda",1,0,0.0
"Chen, Yixing",1,0,0.0
"Tan, Emmanuel",1,0,0.0
"Li, Alice",1,0,0.0
"Xiong, Glen L.",1,1,1.0
"Tang, Aaron Kai Wen",1,0,0.0
"Kang, Sanghee",1,0,0.0
"Sun, Chenyu",1,1,1.0
"Zhou, Danye",1,1,1.0
"Han, Sam M.",1,0,0.0
"Liao, Zongqiang",1,1,1.0
"Lai, Yuzhi",1,0,0.0
"Tan, Jully",2,1,0.5
"Tan, Lian See",1,1,1.0
"Zhao, Yichen",4,0,0.0
"Le, Minh",1,0,0.0
"Huang, Rob D.",2,1,0.5
"Liu, E. Liang",2,1,0.5
"Min, Ashley",1,0,0.0
"Quan, Nguyen Khoi",1,1,1.0
"Wang, Julia",1,1,1.0
"Ling, Hwei Sung",1,0,0.0
"Yi, Xiang",1,0,0.0
"Jin, Yeonkyoung",1,1,1.0
"Yi, Kyoung June",1,1,1.0
"Yong, Phaik Har",1,0,0.0
"Lin, Woon Leong",1,1,1.0
"Song, Bee Lian",2,1,0.5
"Wu, Sui",1,0,0.0
"Lin, Yanqing",1,1,1.0
"Zhou, Xun",1,1,1.0
"Chang, Isabelle",1,0,0.0
"Chen, Tian",2,2,1.0
"Sun, Zhen",1,1,1.0
"Weng, Dennis Lu-Chung",1,0,0.0
"Yang, Katherine",1,0,0.0
"Cao, Q.",1,0,0.0
"Chong, Mark",1,1,1.0
"Gan, Benjamin Kok Siew",1,1,1.0
"Wang, Yijing",1,0,0.0
"Chen, Alice Y.",1,0,0.0
"Wu, Maryann",1,0,0.0
"Ma, Zhenjun",1,0,0.0
"Heng, Jerry Y. Y.",1,0,0.0
"Wu, XiYue",1,0,0.0
"Chen, Angela",1,0,0.0
"Peng, Cynthia",1,0,0.0
"Wan, Ken Lee",1,0,0.0
"Yan, James R.",1,0,0.0
"Li, Jiannong",1,0,0.0
"Zheng, Zhongjia James",1,0,0.0
"Gong, Weiyi",1,0,0.0
"Chen, Mei-Kuang",1,0,0.0
"Le, Branda",1,1,1.0
"Fang, Margaret C.",1,0,0.0
"Wang, Weimeng",1,0,0.0
"Sun, Wenyang",4,1,0.25
"Wang, Ning-Chiao",1,0,0.0
"Long, Gareth",1,0,0.0
"Peng, Hui",1,0,0.0
"Rao, Nidhish",1,1,1.0
"Rao, Girish N.",1,0,0.0
"Pang, Toh Yen",3,1,0.3333
"Tang, Diya",1,0,0.0
"Gan, Seng Khee",1,1,1.0
"Lan, Nick S. R.",1,1,1.0
"An, Crystal",1,0,0.0
"Ao, Caroline F. Finch",1,0,0.0
"Geng, Linda N.",1,1,1.0
"Lin, Bryant",1,1,1.0
"Peng, Liyu",1,0,0.0
"Chong, Mike",2,0,0.0
"Cheng, Nancy",1,0,0.0
"Gao, Yanjun",1,0,0.0
